product_code,category_id,description,published,family_id,serie,material,color,vidrio,width_mm,height_mm,has_mosquitero,has_shutter_monoblock,shutter_system,price_base,price_mosquitero,price_mb,price_mb_c_mosq,currency,source,reference_date,specifications
legacy-parametric-ventana-corrediza-20-blanco-3mm-1500x800-2094,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1500,800,false,false,,107.26,141.8,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1500x800
legacy-parametric-ventana-corrediza-20-blanco-3mm-1600x800-2095,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1600,800,false,false,,115,150.68,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1600x800
legacy-parametric-ventana-corrediza-20-blanco-3mm-1800x800-2096,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1800,800,false,false,,96.1,160.4,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1800x800
legacy-parametric-ventana-corrediza-20-blanco-3mm-2000x800-2097,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,2000,800,false,false,,129.88,170.13,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 2000x800
legacy-parametric-ventana-corrediza-20-blanco-3mm-800x1000-2098,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,800,1000,false,false,,90.3,119.9,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 800x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-800x1000-2098,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,800,1000,true,true,PVC,90.3,119.9,203.33,232.29,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 800x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1000x1000-2099,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1000,1000,false,false,,90.73,122.62,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1000x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1000x1000-2099,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1000,1000,true,true,PVC,90.73,122.62,209.9,241.55,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1000x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1200x1000-2100,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1200,1000,false,false,,98.65,132.99,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1200x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1200x1000-2100,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1200,1000,true,true,PVC,98.65,132.99,229.55,263.87,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1200x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1400x1000-2101,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1400,1000,false,false,,114.16,151.11,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1400x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1400x1000-2101,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1400,1000,true,true,PVC,114.16,151.11,262.26,299.26,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1400x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1500x1000-2102,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1500,1000,false,false,,110.35,148.32,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1500x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1500x1000-2102,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1500,1000,true,true,PVC,110.35,148.32,259.01,297.34,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1500x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1600x1000-2103,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1600,1000,false,false,,115.65,165.53,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1600x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1600x1000-2103,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1600,1000,true,true,PVC,115.65,165.53,281.9,321.58,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1600x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1800x1000-2104,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1800,1000,false,false,,134.09,175.94,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1800x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1500x1200-2109,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1500,1200,false,false,,122.33,164.13,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1500x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1800x1000-2104,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1800,1000,true,true,PVC,134.09,175.94,301.55,343.9,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1800x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-2000x1000-2105,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,2000,1000,false,false,,142.05,186.34,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 2000x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-2000x1000-2105,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,2000,1000,true,true,PVC,142.05,186.34,321.19,366.23,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 2000x1000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1000x1200-2106,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1000,1200,false,false,,107.86,143.12,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1000x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1000x1200-2106,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1000,1200,true,true,PVC,107.86,143.12,233.12,268.27,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1000x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1200x1200-2107,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1200,1200,false,false,,108.52,146.21,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1200x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1200x1200-2107,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1200,1200,true,true,PVC,108.52,146.21,254.5,292.5,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1200x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1400x1200-2108,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1400,1200,false,false,,124.79,165.28,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1400x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1400x1200-2108,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1400,1200,true,true,PVC,124.79,165.28,288.97,329.8,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1400x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1500x1200-2109,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1500,1200,true,true,PVC,122.33,164.13,286.6,328.84,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1500x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1600x1200-2110,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1600,1200,false,false,,137.28,180.38,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1600x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1600x1200-2110,5,,false,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1600,1200,true,true,PVC,137.28,180.38,310.37,354.03,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1600x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1800x1200-2111,5,,true,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1800,1200,false,false,,145.75,191.46,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1800x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1800x1200-2111,5,,true,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1800,1200,true,true,PVC,145.75,191.46,331.75,378.27,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1800x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-2000x1200-2112,5,,true,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,2000,1200,false,false,,154.22,202.55,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 2000x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-2000x1200-2112,5,,true,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,2000,1200,true,true,PVC,154.22,202.55,353.15,402.5,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 2000x1200
legacy-parametric-ventana-corrediza-20-blanco-3mm-1500x1500-2113,5,,true,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1500,1500,false,false,,145.35,192.6,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1500x1500
legacy-parametric-ventana-corrediza-20-blanco-3mm-1500x1500-2113,5,,true,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1500,1500,true,true,PVC,145.35,192.6,341.04,389.17,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1500x1500
legacy-parametric-ventana-corrediza-20-blanco-3mm-1200x2000-2114,5,,true,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1200,2000,false,false,,160.8,212.24,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1200x2000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1200x2000-2114,5,,true,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1200,2000,true,true,PVC,160.8,212.24,386.19,438.33,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1200x2000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1500x2000-2115,5,,true,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1500,2000,false,false,,172.3,228.58,,,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1500x2000
legacy-parametric-ventana-corrediza-20-blanco-3mm-1500x2000-2115,5,,true,VENTANA_CORREDIZA,20,ALUMINIO,BLANCO,3MM,1500,2000,true,true,PVC,172.3,228.58,429.86,487.19,USD,Lista de Precios 2025 - SERIE 20 (4).xlsx (Descuento aplicado: -25%),2024-12-31 03:00:00,Ventana Corrediza S20 BLANCO 3MM 1500x2000
